id_direccion,id_calle,numero_puerta
998,3,5350
999,139,2225
1000,71,1060
1001,119,3824
1002,22,3083
1003,113,5093
1004,126,5981
1005,63,6477
1006,85,8190
1007,14,5061
1008,178,3535
1009,14,2502
1010,73,862
1011,45,8978
1012,119,1177
1013,165,1595
1014,13,7497
1015,142,2373
1016,106,2419
1017,10,5826
1018,103,7108
1019,120,4960
1020,24,6261
1021,18,8016
1022,178,4485
1023,125,9363
1024,161,6641
1025,154,1048
1026,30,1923
1027,95,642
1028,74,1387
1029,51,2
1030,151,8751
1031,152,8819
1032,12,602
1033,56,9046
1034,122,9009
1035,120,1365
1036,21,3157
1037,156,2688
1038,127,425
1039,35,6665
1040,76,3699
1041,114,2024
1042,178,1566
1043,163,1624
1044,115,5656
1045,140,4245
1046,42,9299
1047,72,6853
1048,137,4700
1049,66,1425
1050,18,3933
1051,166,176
1052,157,8723
1053,7,8755
1054,179,7351
1055,44,5789
1056,32,4093
1057,77,37
1058,147,7587
1059,134,4889
1060,118,146
1061,149,6730
1062,77,7712
1063,163,1781
1064,6,3252
1065,126,518
1066,75,6900
1067,119,2154
1068,147,3875
1069,7,7868
1070,71,2499
1071,77,7032
1072,156,2969
1073,13,3149
1074,15,6674
1075,67,6981
1076,83,4412
1077,94,2978
1078,58,7735
1079,110,4987
1080,41,5908
1081,77,6293
1082,27,3121
1083,184,4940
1084,11,3141
1085,112,1924
1086,3,4492
1087,12,6513
1088,52,8345
1089,45,2622
1090,137,8603
1091,160,2804
1092,40,2179
1093,55,23
1094,95,9000
1095,87,939
1096,49,257
1097,77,7245
1098,115,7309
1099,24,2974
1100,49,345
1101,182,1138
1102,114,8631
1103,2,223
1104,76,222
1105,20,2282
1106,39,916
1107,10,8924
1108,123,20
1109,109,3701
1110,34,2779
1111,87,1250
1112,11,2918
1113,123,4941
1114,81,6048
1115,38,5248
1116,18,9468
1117,51,5778
1118,189,5464
1119,167,8071
1120,124,1430
1121,112,2189
1122,89,2362
1123,11,1921
1124,105,1737
1125,45,2407
1126,177,2453
1127,89,6743
1128,83,2555
1129,45,6495
1130,175,3725
1131,153,2051
1132,53,1265
1133,119,2701
1134,28,1275
1135,160,1071
1136,12,4411
1137,138,788
1138,88,8196
1139,32,6673
1140,36,6261
1141,130,1529
1142,38,8219
1143,98,5904
1144,116,3422
1145,27,2337
1146,96,4844
1147,18,2936
1148,81,2302
1149,119,2114
1150,99,1368
1151,9,4012
1152,88,2593
1153,22,7633
1154,33,7097
1155,186,3484
1156,161,7700
1157,113,5923
1158,125,4130
1159,114,4888
1160,76,881
1161,84,3254
1162,126,9345
1163,55,9478
1164,3,7515
1165,125,8532
1166,43,9477
1167,123,6186
1168,171,6067
1169,148,8178
1170,165,8572
1171,53,2665
1172,125,1626
1173,122,8134
1174,171,4750
1175,114,3205
1176,135,6485
1177,78,6795
1178,121,255
1179,158,5202
1180,70,6413
1181,177,2112
1182,149,7167
1183,148,9453
1184,55,1529
1185,36,8908
1186,134,3057
1187,117,848
1188,172,1818
1189,46,1268
1190,7,1206
1191,104,7388
1192,171,1921
1193,187,83
1194,54,8782
1195,106,3555
1196,78,7891
1197,89,8124
1198,76,3243
1199,84,3373
1200,125,5223
1201,176,6127
1202,151,6715
1203,50,7036
1204,110,2377
1205,97,7625
1206,91,3477
1207,26,6910
1208,57,814
1209,122,2034
1210,71,349
1211,8,4660
1212,147,5528
1213,86,5197
1214,138,6445
1215,32,1684
1216,37,5290
1217,105,861
1218,21,5396
1219,178,1965
1220,130,8549
1221,79,7909
1222,108,3374
1223,12,216
1224,61,1713
1225,98,7439
1226,67,6318
1227,21,6932
1228,130,1806
1229,146,7417
1230,22,7070
1231,94,7231
1232,124,4817
1233,186,8498
1234,30,1888
1235,160,4514
1236,81,3371
1237,93,51
1238,186,5003
1239,47,5443
1240,94,2909
1241,184,7764
1242,139,741
1243,37,1639
1244,163,7971
1245,93,5468
1246,3,6723
1247,177,5889
1248,114,4488
1249,149,4347
1250,78,3123
1251,33,7456
1252,140,7641
1253,187,2665
1254,8,671
1255,82,7051
1256,90,9188
1257,122,4765
1258,72,6329
1259,91,5092
1260,173,3269
1261,83,4872
1262,29,8628
1263,112,5804
1264,129,9158
1265,85,8392
1266,82,6434
1267,129,1388
1268,31,9265
1269,158,869
1270,39,2536
1271,8,3289
1272,148,4051
1273,135,912
1274,70,4265
1275,36,3028
1276,61,7872
1277,143,4509
1278,127,2428
1279,5,559
1280,107,7667
1281,108,5716
1282,41,9227
1283,40,4964
1284,189,2956
1285,103,5704
1286,63,1741
1287,29,6293
1288,10,7235
1289,115,9401
1290,85,3297
1291,55,398
1292,6,6686
1293,154,3116
1294,161,1101
1295,172,2084
1296,14,370
1297,19,4720
1298,187,5116
1299,178,4310
1300,59,974
1301,104,1022
1302,171,5667
1303,166,2122
1304,72,5739
1305,1,432
1306,8,855
1307,161,1894
1308,110,3173
1309,171,3722
1310,62,1256
1311,99,4002
1312,28,1252
1313,69,4960
1314,102,8249
1315,186,4584
1316,150,4997
1317,12,7214
1318,78,6295
1319,120,309
1320,115,7063
1321,105,5509
1322,127,936
1323,90,7595
1324,132,2161
1325,20,8894
1326,79,4404
1327,179,2037
1328,136,283
1329,146,3570
1330,79,1050
1331,81,2085
1332,12,1876
1333,176,688
1334,78,265
1335,67,1789
1336,65,5338
1337,125,2345
1338,126,7712
1339,36,1741
1340,176,3521
1341,18,3680
1342,170,1987
1343,154,5193
1344,97,5931
1345,69,6717
1346,112,3775
1347,162,6679
1348,99,1933
1349,178,3246
1350,81,1655
1351,19,8437
1352,162,4807
1353,27,1209
1354,89,2206
1355,176,7431
1356,75,3806
1357,156,8327
1358,36,3452
1359,95,5691
1360,132,2775
1361,76,1573
1362,167,3198
1363,177,7289
1364,34,7083
1365,75,5796
1366,152,4524
1367,15,1646
1368,9,4030
1369,140,7939
1370,25,3510
1371,56,636
1372,72,5714
1373,85,4787
1374,184,8904
1375,128,5332
1376,32,6523
1377,144,3848
1378,14,4287
1379,127,4272
1380,13,7335
1381,162,1808
1382,7,1479
1383,17,8498
1384,165,3758
1385,170,4075
1386,35,6520
1387,72,4052
1388,119,2150
1389,1,8876
1390,58,5304
1391,132,1634
1392,68,9192
1393,167,4008
1394,170,1775
1395,116,7326
1396,96,1371
1397,141,1375
1398,158,9284
1399,96,599
1400,166,8939
1401,146,9090
1402,36,2656
1403,15,8114
1404,127,152
1405,79,6089
1406,59,8510
1407,38,8592
1408,43,1099
1409,166,5424
1410,22,9162
1411,78,6983
1412,77,1270
1413,49,9236
1414,103,4543
1415,55,2401
1416,95,856
1417,98,8199
1418,143,5108
1419,56,4551
1420,75,9141
1421,134,6949
1422,61,5915
1423,32,4158
1424,81,6526
1425,8,7447
1426,160,626
1427,38,2157
1428,14,1598
1429,104,5186
1430,147,6606
1431,40,1376
1432,153,2834
1433,32,7640
1434,18,1484
1435,3,172
1436,92,3131
1437,49,2301
1438,77,2902
1439,143,9482
1440,45,6319
1441,109,3399
1442,75,8410
1443,35,3055
1444,177,555
1445,51,7791
1446,50,5019
1447,136,9437
1448,79,5536
1449,148,6898
1450,53,2727
1451,173,2129
1452,84,5671
1453,39,2820
1454,122,4010
1455,34,9009
1456,120,3978
1457,118,4640
1458,112,441
1459,147,6524
1460,58,7134
1461,40,5097
1462,47,6525
1463,106,6627
1464,120,190
1465,125,1900
1466,102,5978
1467,19,114
1468,135,796
1469,134,821
1470,82,8893
1471,134,4878
1472,170,6492
1473,43,7064
1474,156,7511
1475,190,1657
1476,88,6566
1477,122,3140
1478,73,801
1479,76,4536
1480,86,83
1481,40,4376
1482,97,1045
1483,177,5387
1484,6,5581
1485,56,6391
1486,24,9197
1487,109,4782
1488,188,2732
1489,90,8041
1490,28,6484
1491,51,9013
1492,79,5951
1493,102,8776
1494,145,4691
1495,164,7603
1496,119,6853
1497,44,1320
1498,52,1491
1499,116,2645
1500,52,3274
1501,61,7524
1502,157,1822
1503,1,6658
1504,75,8752
1505,88,654
1506,135,2033
1507,29,6005
1508,141,4334
1509,141,4260
1510,78,586
1511,110,4772
1512,133,2531
1513,77,459
1514,111,7815
1515,152,8575
1516,140,7930
1517,97,5068
1518,59,8173
1519,59,539
1520,167,8811
1521,66,2994
1522,45,4355
1523,44,4961
1524,145,1611
1525,61,1908
1526,174,7983
1527,132,7476
1528,50,8312
1529,86,8720
1530,92,7210
1531,145,2673
1532,134,8825
1533,90,5004
1534,182,9356
1535,47,2575
1536,77,4307
1537,110,7369
1538,7,907
1539,133,320
1540,87,388
1541,57,8241
1542,101,7699
1543,141,4590
1544,98,8813
1545,22,6780
1546,160,7181
1547,78,359
1548,112,3520
1549,97,4244
1550,127,7969
1551,152,266
1552,102,8062
1553,172,9148
1554,178,3128
1555,95,2977
1556,7,9417
1557,1,3691
1558,176,8723
1559,173,3095
1560,168,647
1561,99,3771
1562,77,3560
1563,130,6146
1564,60,807
1565,172,1522
1566,48,1972
1567,25,5896
1568,1,6227
1569,23,4927
1570,138,4501
1571,45,2097
1572,12,4802
1573,149,2976
1574,88,6115
1575,8,561
1576,149,2592
1577,23,1087
1578,166,2203
1579,41,8848
1580,56,3594
1581,33,4626
1582,87,7572
1583,41,6915
1584,113,3243
1585,51,5285
1586,60,7408
1587,31,8430
1588,166,1582
1589,121,8902
1590,28,9019
1591,89,7147
1592,56,3635
1593,181,9223
1594,108,8698
1595,182,2492
1596,88,8549
1597,2,4118
1598,188,1095
1599,68,2613
1600,106,3708
1601,39,7265
1602,151,8590
1603,35,7445
1604,15,4186
1605,85,8567
1606,108,8103
1607,78,4124
1608,106,212
1609,177,4355
1610,119,690
1611,28,1925
1612,127,654
1613,15,7075
1614,95,4789
1615,110,5774
1616,133,2632
1617,107,8190
1618,98,1660
1619,140,6271
1620,134,2609
1621,90,9183
1622,55,1484
1623,164,6501
1624,91,9341
1625,70,2540
1626,65,7215
1627,8,7192
1628,177,9429
1629,80,6066
1630,41,4046
1631,158,7795
1632,182,5708
1633,136,8146
1634,45,9175
1635,22,1072
1636,186,7059
1637,90,4992
1638,123,8842
1639,14,1961
1640,57,2939
1641,32,1460
1642,119,6248
1643,46,5099
1644,139,3024
1645,101,1541
1646,9,6114
1647,147,77
1648,19,3089
1649,29,6131
1650,149,7293
1651,31,4775
1652,46,8154
1653,137,6371
1654,67,2317
1655,105,7872
1656,156,9423
1657,58,5249
1658,119,6178
1659,166,6371
1660,147,3082
1661,50,786
1662,116,5764
1663,155,2922
1664,34,3043
1665,54,742
1666,4,5420
1667,11,2322
1668,175,3357
1669,127,4557
1670,16,2112
1671,52,1090
1672,117,8787
1673,116,1418
1674,145,1792
1675,46,1105
1676,129,8252
1677,41,4110
1678,119,2509
1679,104,7191
1680,187,4716
1681,10,1068
1682,99,630
1683,1,6350
1684,172,325
1685,185,7368
1686,140,7442
1687,117,2627
1688,36,7536
1689,41,3410
1690,135,7595
1691,150,4031
1692,137,6689
1693,35,7411
1694,161,6297
1695,4,6324
1696,173,6585
1697,73,2140
1698,187,579
1699,14,1474
1700,83,5947
1701,136,5548
1702,47,2675
1703,123,9203
1704,63,2403
1705,144,7814
1706,131,7330
1707,22,1129
1708,37,3230
1709,112,262
1710,58,8527
1711,12,5024
1712,130,5455
1713,179,9399
1714,119,590
1715,153,6672
1716,77,8009
1717,22,8337
1718,30,1220
1719,18,159
1720,180,2560
1721,28,921
1722,19,1503
1723,54,1302
1724,61,3049
1725,131,8317
1726,76,8881
1727,56,5266
1728,185,8302
1729,70,115
1730,10,8093
1731,24,197
1732,189,1080
1733,134,7872
1734,170,3118
1735,136,5315
1736,119,402
1737,42,5992
1738,38,3556
1739,97,356
1740,77,3113
1741,138,5790
1742,39,8500
1743,50,5090
1744,151,5589
1745,112,1035
1746,97,5121
1747,56,5273
1748,69,9230
1749,115,5270
1750,24,6383
1751,141,3660
1752,161,4469
1753,57,1973
1754,155,4628
1755,86,3347
1756,22,7618
1757,186,5147
1758,84,2106
1759,166,6043
1760,126,6481
1761,13,5309
1762,139,1113
1763,22,5851
1764,144,8932
1765,44,1466
1766,65,926
1767,138,692
1768,44,5235
1769,151,8065
1770,171,3422
1771,176,8342
1772,183,4353
1773,183,5481
1774,129,7300
1775,15,1749
1776,58,5914
1777,54,5078
1778,61,6367
1779,181,8056
1780,63,1758
1781,74,4972
1782,27,6031
1783,21,6841
1784,84,4305
1785,8,2861
1786,175,4425
1787,55,6514
1788,135,2868
1789,93,7851
1790,73,7340
1791,128,3794
1792,136,8923
1793,167,2388
1794,112,5693
1795,165,5904
1796,99,7645
1797,102,2377
1798,173,3373
1799,35,8913
1800,169,2699
1801,165,8571
1802,30,7433
1803,34,2366
1804,55,3130
1805,46,1099
1806,113,4919
1807,188,7839
1808,143,5759
1809,160,6926
1810,113,7987
1811,73,1541
1812,14,5076
1813,3,463
1814,80,8777
1815,140,7402
1816,122,2537
1817,115,6173
1818,73,7286
1819,188,388
1820,6,8905
1821,170,6919
1822,144,8309
1823,173,3220
1824,19,6771
1825,42,184
1826,157,4357
1827,97,7871
1828,55,2825
1829,149,1115
1830,126,3693
1831,100,454
1832,43,8349
1833,139,7091
1834,36,6055
1835,90,5360
1836,188,9405
1837,102,8471
1838,91,8414
1839,174,5711
1840,78,6945
1841,40,3113
1842,61,8522
1843,65,5528
1844,81,8805
1845,33,9023
1846,145,9022
1847,74,7008
1848,118,1957
1849,10,4545
1850,124,655
1851,88,3944
1852,164,3873
1853,51,3329
1854,139,1568
1855,48,4579
1856,177,7310
1857,128,7251
1858,163,3361
1859,99,340
1860,182,6111
1861,115,6620
1862,73,4763
1863,4,1060
1864,113,8044
1865,108,4410
1866,174,595
1867,46,9058
1868,131,4804
1869,48,6709
1870,179,9382
1871,48,282
1872,53,2034
1873,48,144
1874,155,932
1875,39,6017
1876,30,2656
1877,36,4706
1878,167,6618
1879,111,4120
1880,36,3390
1881,119,4908
1882,60,2412
1883,64,269
1884,134,3354
1885,64,1660
1886,122,4817
1887,22,5431
1888,44,4418
1889,105,7346
1890,87,835
1891,147,8979
1892,42,5410
1893,38,3217
1894,13,199
